,Serial Number:20440475 --,,,,,,
20440475,13/04/20 14:56,-0.39,99.98,-0.4, , , 
20440475,13/04/20 15:56,-0.3,99.98,-0.31, , , 
20440475,13/04/20 16:56,-0.3,99.98,-0.31, , , 
20440475,13/04/20 17:56,-0.35,99.98,-0.35, , , 
20440475,13/04/20 18:56,-0.35,99.98,-0.35, , , 
20440475,13/04/20 19:56,-0.47,99.98,-0.48, , , 
20440475,13/04/20 20:56,-0.43,99.98,-0.44, , , 
20440475,13/04/20 21:56,-0.26,99.98,-0.27, , , 
20440475,13/04/20 22:56,0.08,99.98,0.08, , , 
20440475,13/04/20 23:56,-0.39,99.98,-0.4, , , 
20440475,14/04/20 00:56,-0.22,99.98,-0.23, , , 
20440475,14/04/20 01:56,-0.35,99.98,-0.35, , , 
20440475,14/04/20 02:56,-0.39,99.98,-0.4, , , 
20440475,14/04/20 03:56,0.13,99.98,0.12, , , 
20440475,14/04/20 04:56,-0.09,99.98,-0.1, , , 
20440475,14/04/20 05:56,-0.43,99.98,-0.44, , , 
20440475,14/04/20 06:56,-0.43,99.98,-0.44, , , 
20440475,14/04/20 07:56,-0.43,99.98,-0.44, , , 
20440475,14/04/20 08:56,-0.52,99.98,-0.53, , , 
20440475,14/04/20 09:56,-0.3,99.98,-0.31, , , 
20440475,14/04/20 10:56,-0.47,99.98,-0.48, , , 
20440475,14/04/20 11:56,-0.82,99.98,-0.83, , , 
20440475,14/04/20 12:56,-1.29,99.98,-1.3, , , 
20440475,14/04/20 13:56,-2.15,99.98,-2.16, , , 
20440475,14/04/20 14:56,-2.58,99.98,-2.59, , , 
20440475,14/04/20 15:56,-2.71,99.98,-2.72, , , 
20440475,14/04/20 16:56,-2.15,99.37,-2.24, , , 
20440475,14/04/20 17:56,-2.58,98.55,-2.78, , , 
20440475,14/04/20 18:56,-2.79,99.19,-2.91, , , 
20440475,14/04/20 19:56,-2.58,99.98,-2.59, , , 
20440475,14/04/20 20:56,-3.13,95.69,-3.73, , , 
20440475,14/04/20 21:56,-3.18,93.4,-4.1, , , 
20440475,14/04/20 22:56,-3.82,92.5,-4.87, , , 
20440475,14/04/20 23:56,-3.78,97.83,-4.08, , , 
20440475,15/04/20 00:56,-4.51,94.94,-5.21, , , 
20440475,15/04/20 01:56,-4.34,91.6,-5.51, , , 
20440475,15/04/20 02:56,-4.94,95.61,-5.54, , , 
20440475,15/04/20 03:56,-3.69,83.38,-6.1, , , 
20440475,15/04/20 04:56,-3.39,81.02,-6.18, , , 
20440475,15/04/20 05:56,-3.01,93.5,-3.91, , , 
20440475,15/04/20 06:56,-2.96,82.73,-5.49, , , 
20440475,15/04/20 07:56,-3.48,85.05,-5.63, , , 
20440475,15/04/20 08:56,-2.71,95.07,-3.39, , , 
20440475,15/04/20 09:56,-2.58,96.66,-3.04, , , 
20440475,15/04/20 10:56,-2.32,95.99,-2.88, , , 
20440475,15/04/20 11:56,-1.89,95.34,-2.54, , , 
20440475,15/04/20 12:56,-1.76,99.11,-1.89, , , 
20440475,15/04/20 13:56,-1.68,99.98,-1.69, , , 
20440475,15/04/20 14:56,-1.63,99.98,-1.64, , , 
20440475,15/04/20 15:56,-1.59,99.98,-1.6, , , 
20440475,15/04/20 16:56,-1.42,99.98,-1.43, , , 
20440475,15/04/20 17:56,-1.38,99.98,-1.39, , , 
20440475,15/04/20 18:56,-1.08,99.98,-1.08, , , 
20440475,15/04/20 19:56,-1.03,99.98,-1.04, , , 
20440475,15/04/20 20:56,-1.12,99.98,-1.13, , , 
20440475,15/04/20 21:56,-1.29,99.98,-1.3, , , 
20440475,15/04/20 22:56,-1.33,99.98,-1.34, , , 
20440475,15/04/20 23:56,-1.29,99.98,-1.3, , , 
20440475,16/04/20 00:56,-1.2,97.38,-1.57, , , 
20440475,16/04/20 01:56,-1.29,96.66,-1.76, , , 
20440475,16/04/20 02:56,-1.5,98.42,-1.73, , , 
20440475,16/04/20 03:56,-1.29,98.92,-1.44, , , 
20440475,16/04/20 04:56,-1.38,99.98,-1.39, , , 
20440475,16/04/20 05:56,-1.2,99.98,-1.21, , , 
20440475,16/04/20 06:56,-1.2,99.98,-1.21, , , 
20440475,16/04/20 07:56,-1.12,99.98,-1.13, , , 
20440475,16/04/20 08:56,-1.08,99.98,-1.08, , , 
20440475,16/04/20 09:56,-1.12,99.98,-1.13, , , 
20440475,16/04/20 10:56,-1.12,99.98,-1.13, , , 
20440475,16/04/20 11:56,-0.99,99.98,-1, , , 
20440475,16/04/20 12:56,-0.86,99.98,-0.87, , , 
20440475,16/04/20 13:56,-0.77,99.98,-0.78, , , 
20440475,16/04/20 14:56,-0.77,99.98,-0.78, , , 
20440475,16/04/20 15:56,-0.73,99.98,-0.74, , , 
20440475,16/04/20 16:56,-0.65,99.98,-0.65, , , 
20440475,16/04/20 17:56,-0.65,99.98,-0.65, , , 
20440475,16/04/20 18:56,-0.77,99.98,-0.78, , , 
20440475,16/04/20 19:56,-0.69,99.98,-0.7, , , 
20440475,16/04/20 20:56,-0.6,99.98,-0.61, , , 
20440475,16/04/20 21:56,-0.65,99.98,-0.65, , , 
20440475,16/04/20 22:56,-0.65,99.98,-0.65, , , 
20440475,16/04/20 23:56,-0.73,99.98,-0.74, , , 
20440475,17/04/20 00:56,-0.77,99.98,-0.78, , , 
20440475,17/04/20 01:56,-0.77,99.98,-0.78, , , 
20440475,17/04/20 02:56,-0.77,99.98,-0.78, , , 
20440475,17/04/20 03:56,-0.69,99.98,-0.7, , , 
20440475,17/04/20 04:56,-0.65,99.98,-0.65, , , 
20440475,17/04/20 05:56,-0.77,99.98,-0.78, , , 
20440475,17/04/20 06:56,-0.77,99.98,-0.78, , , 
20440475,17/04/20 07:56,-0.73,99.98,-0.74, , , 
20440475,17/04/20 08:56,-0.82,99.98,-0.83, , , 
20440475,17/04/20 09:56,-0.73,99.98,-0.74, , , 
20440475,17/04/20 10:56,-0.6,99.98,-0.61, , , 
20440475,17/04/20 11:56,-0.56,99.98,-0.57, , , 
20440475,17/04/20 12:56,-0.52,99.98,-0.53, , , 
20440475,17/04/20 13:56,-0.47,99.98,-0.48, , , 
20440475,17/04/20 14:56,-0.52,99.98,-0.53, , , 
20440475,17/04/20 15:56,-0.47,99.98,-0.48, , , 
20440475,17/04/20 16:56,-0.43,99.98,-0.44, , , 
20440475,17/04/20 17:56,-0.43,99.98,-0.44, , , 
20440475,17/04/20 18:56,-0.39,99.98,-0.4, , , 
20440475,17/04/20 19:56,-0.39,99.98,-0.4, , , 
20440475,17/04/20 20:56,-0.35,99.98,-0.35, , , 
20440475,17/04/20 21:56,-0.47,99.98,-0.48, , , 
20440475,17/04/20 22:56,-0.56,99.98,-0.57, , , 
20440475,17/04/20 23:56,-0.6,99.98,-0.61, , , 
20440475,18/04/20 00:56,-0.52,99.98,-0.53, , , 
20440475,18/04/20 01:56,-0.6,99.98,-0.61, , , 
20440475,18/04/20 02:56,-0.65,99.98,-0.65, , , 
20440475,18/04/20 03:56,-0.35,99.98,-0.35, , , 
20440475,18/04/20 04:56,-0.52,99.98,-0.53, , , 
20440475,18/04/20 05:56,-0.47,99.98,-0.48, , , 
20440475,18/04/20 06:56,-0.6,99.98,-0.61, , , 
20440475,18/04/20 07:56,-0.52,99.98,-0.53, , , 
20440475,18/04/20 08:56,-0.43,99.98,-0.44, , , 
20440475,18/04/20 09:56,-0.35,99.98,-0.35, , , 
20440475,18/04/20 10:56,-0.3,99.98,-0.31, , , 
20440475,18/04/20 11:56,-0.3,99.98,-0.31, , , 
20440475,18/04/20 12:56,-0.3,99.98,-0.31, , , 
20440475,18/04/20 13:56,-0.22,99.98,-0.23, , , 
20440475,18/04/20 14:56,-0.3,99.98,-0.31, , , 
20440475,18/04/20 15:56,-0.26,99.98,-0.27, , , 
20440475,18/04/20 16:56,-0.26,99.98,-0.27, , , 
20440475,18/04/20 17:56,-0.26,99.98,-0.27, , , 
20440475,18/04/20 18:56,-0.3,99.98,-0.31, , , 
20440475,18/04/20 19:56,-0.35,99.98,-0.35, , , 
20440475,18/04/20 20:56,-0.43,99.98,-0.44, , , 
20440475,18/04/20 21:56,-0.39,99.98,-0.4, , , 
20440475,18/04/20 22:56,-0.35,99.98,-0.35, , , 
20440475,18/04/20 23:56,-0.43,99.98,-0.44, , , 
20440475,19/04/20 00:56,-0.3,99.98,-0.31, , , 
20440475,19/04/20 01:56,-0.39,99.98,-0.4, , , 
20440475,19/04/20 02:56,-0.3,99.98,-0.31, , , 
20440475,19/04/20 03:56,-0.3,99.98,-0.31, , , 
20440475,19/04/20 04:56,-0.26,99.98,-0.27, , , 
20440475,19/04/20 05:56,-0.35,99.98,-0.35, , , 
20440475,19/04/20 06:56,-0.35,99.98,-0.35, , , 
20440475,19/04/20 07:56,-0.3,99.98,-0.31, , , 
20440475,19/04/20 08:56,-0.3,99.98,-0.31, , , 
20440475,19/04/20 09:56,-0.3,99.98,-0.31, , , 
20440475,19/04/20 10:56,-0.22,99.98,-0.23, , , 
20440475,19/04/20 11:56,-0.17,99.98,-0.18, , , 
20440475,19/04/20 12:56,-0.17,99.98,-0.18, , , 
20440475,19/04/20 13:56,-0.22,99.98,-0.23, , , 
20440475,19/04/20 14:56,-0.17,99.98,-0.18, , , 
20440475,19/04/20 15:56,-0.09,99.98,-0.1, , , 
20440475,19/04/20 16:56,-0.13,99.98,-0.14, , , 
20440475,19/04/20 17:56,-0.17,99.98,-0.18, , , 
20440475,19/04/20 18:56,-0.13,99.98,-0.14, , , 
20440475,19/04/20 19:56,-0.17,99.98,-0.18, , , 
20440475,19/04/20 20:56,-0.13,99.98,-0.14, , , 
20440475,19/04/20 21:56,-0.17,99.98,-0.18, , , 
20440475,19/04/20 22:56,-0.22,99.98,-0.23, , , 
20440475,19/04/20 23:56,-0.22,99.98,-0.23, , , 
20440475,20/04/20 00:56,-0.13,99.98,-0.14, , , 
20440475,20/04/20 01:56,0.17,99.98,0.16, , , 
20440475,20/04/20 02:56,0.38,99.98,0.38, , , 
20440475,20/04/20 03:56,0.25,99.98,0.25, , , 
20440475,20/04/20 04:56,0.25,99.98,0.25, , , 
20440475,20/04/20 05:56,0.3,99.98,0.29, , , 
20440475,20/04/20 06:56,0.08,99.98,0.08, , , 
20440475,20/04/20 07:56,0.13,99.98,0.12, , , 
20440475,20/04/20 08:56,0.04,99.98,0.03, , , 
20440475,20/04/20 09:56,-0.05,99.98,-0.05, , , 
20440475,20/04/20 10:56,-0.26,99.98,-0.27, , , 
20440475,20/04/20 11:56,-0.43,99.98,-0.44, , , 
20440475,20/04/20 12:56,-0.56,99.98,-0.57, , , 
20440475,20/04/20 13:56,-0.69,99.98,-0.7, , , 
20440475,20/04/20 14:56,-0.69,99.98,-0.7, , , 
20440475,20/04/20 15:56,-0.6,99.98,-0.61, , , 
20440475,20/04/20 16:56,-0.39,99.98,-0.4, , , 
20440475,20/04/20 17:56,-0.35,99.98,-0.35, , , 
20440475,20/04/20 18:56,-0.3,99.98,-0.31, , , 
20440475,20/04/20 19:56,-0.35,99.98,-0.35, , , 
20440475,20/04/20 20:56,-0.26,99.98,-0.27, , , 
20440475,20/04/20 21:56,-0.3,99.98,-0.31, , , 
20440475,20/04/20 22:56,-0.39,99.98,-0.4, , , 
20440475,20/04/20 23:56,-0.52,99.98,-0.53, , , 
20440475,21/04/20 00:56,-0.6,99.98,-0.61, , , 
20440475,21/04/20 01:56,-0.73,99.98,-0.74, , , 
20440475,21/04/20 02:56,-0.73,99.98,-0.74, , , 
20440475,21/04/20 03:56,-0.82,99.98,-0.83, , , 
20440475,21/04/20 04:56,-0.95,99.98,-0.96, , , 
20440475,21/04/20 05:56,-1.08,99.98,-1.08, , , 
20440475,21/04/20 06:56,-1.25,99.98,-1.26, , , 
20440475,21/04/20 07:56,-1.16,99.98,-1.17, , , 
20440475,21/04/20 08:56,-1.12,97.03,-1.53, , , 
20440475,21/04/20 09:56,-1.29,98.13,-1.55, , , 
20440475,21/04/20 10:56,-1.2,99.98,-1.21, , , 
20440475,21/04/20 11:56,-1.08,96.66,-1.54, , , 
20440475,21/04/20 12:56,-0.99,95.96,-1.56, , , 
20440475,21/04/20 13:56,-0.77,99.77,-0.81, , , 
20440475,21/04/20 14:56,-0.47,97.59,-0.81, , , 
20440475,21/04/20 15:56,-0.43,99.98,-0.44, , , 
20440475,21/04/20 16:56,-0.35,99.98,-0.35, , , 
20440475,21/04/20 17:56,-0.35,99.98,-0.35, , , 
20440475,21/04/20 18:56,-0.17,98.82,-0.34, , , 
20440475,21/04/20 19:56,-0.3,98.02,-0.58, , , 
20440475,21/04/20 20:56,-0.65,98.68,-0.83, , , 
20440475,21/04/20 21:56,-0.86,96.34,-1.38, , , 
20440475,21/04/20 22:56,-0.9,96.36,-1.41, , , 
20440475,21/04/20 23:56,-1.12,98.58,-1.32, , , 
20440475,22/04/20 00:56,-1.16,96.63,-1.63, , , 
20440475,22/04/20 01:56,-1.2,97.43,-1.56, , , 
20440475,22/04/20 02:56,-1.16,98.9,-1.32, , , 
20440475,22/04/20 03:56,-1.2,99.98,-1.21, , , 
20440475,22/04/20 04:56,-1.42,98.13,-1.68, , , 
20440475,22/04/20 05:56,-1.33,95.5,-1.96, , , 
20440475,22/04/20 06:56,-1.25,99.98,-1.26, , , 
20440475,22/04/20 07:56,-1.12,99.29,-1.22, , , 
20440475,22/04/20 08:56,-0.99,99.98,-1, , , 
20440475,22/04/20 09:56,-0.82,99.98,-0.83, , , 
20440475,22/04/20 10:56,-0.6,99.98,-0.61, , , 
20440475,22/04/20 11:56,-0.35,99.93,-0.36, , , 
20440475,22/04/20 12:56,-0.09,98.84,-0.25, , , 
20440475,22/04/20 13:56,-0.3,99.98,-0.31, , , 
20440475,22/04/20 14:56,-0.26,99.98,-0.27, , , 
20440475,22/04/20 15:56,-0.09,99.98,-0.1, , , 
20440475,22/04/20 16:56,-0.13,99.98,-0.14, , , 
20440475,22/04/20 17:56,0.25,99.98,0.25, , , 
20440475,22/04/20 18:56,-0.17,99.98,-0.18, , , 
20440475,22/04/20 19:56,0.21,99.98,0.2, , , 
20440475,22/04/20 20:56,0.17,99.98,0.16, , , 
20440475,22/04/20 21:56,0.08,99.98,0.08, , , 
20440475,22/04/20 22:56,-0.13,99.98,-0.14, , , 
20440475,22/04/20 23:56,-0.3,99.98,-0.31, , , 
20440475,23/04/20 00:56,-0.3,99.98,-0.31, , , 
20440475,23/04/20 01:56,-0.47,99.98,-0.48, , , 
20440475,23/04/20 02:56,-0.65,99.06,-0.78, , , 
20440475,23/04/20 03:56,-0.77,98.26,-1.02, , , 
20440475,23/04/20 04:56,-0.86,96.77,-1.32, , , 
20440475,23/04/20 05:56,-0.99,96.74,-1.45, , , 
20440475,23/04/20 06:56,-1.08,97.03,-1.49, , , 
20440475,23/04/20 07:56,-0.9,96.36,-1.41, , , 
20440475,23/04/20 08:56,-0.82,98.26,-1.06, , , 
20440475,23/04/20 09:56,-0.47,98.02,-0.75, , , 
20440475,23/04/20 10:56,-0.3,99.9,-0.32, , , 
20440475,23/04/20 11:56,0,98.52,-0.21, , , 
20440475,23/04/20 12:56,-0.05,99.98,-0.05, , , 
20440475,23/04/20 13:56,-0.17,99.98,-0.18, , , 
20440475,23/04/20 14:56,-0.39,99.98,-0.4, , , 
20440475,23/04/20 15:56,-0.35,99.98,-0.35, , , 
20440475,23/04/20 16:56,-0.35,99.98,-0.35, , , 
20440475,23/04/20 17:56,-0.35,99.98,-0.35, , , 
20440475,23/04/20 18:56,-0.35,99.98,-0.35, , , 
20440475,23/04/20 19:56,-0.35,99.98,-0.35, , , 
20440475,23/04/20 20:56,-0.39,99.98,-0.4, , , 
20440475,23/04/20 21:56,-0.35,99.98,-0.35, , , 
20440475,23/04/20 22:56,-0.3,99.98,-0.31, , , 
20440475,23/04/20 23:56,-0.39,99.98,-0.4, , , 
20440475,24/04/20 00:56,-0.43,99.98,-0.44, , , 
20440475,24/04/20 01:56,-0.43,99.98,-0.44, , , 
20440475,24/04/20 02:56,-0.47,99.98,-0.48, , , 
20440475,24/04/20 03:56,-0.43,99.98,-0.44, , , 
20440475,24/04/20 04:56,-0.43,99.98,-0.44, , , 
20440475,24/04/20 05:56,-0.47,99.98,-0.48, , , 
20440475,24/04/20 06:56,-0.52,99.98,-0.53, , , 
20440475,24/04/20 07:56,-0.56,99.98,-0.57, , , 
20440475,24/04/20 08:56,-0.43,99.98,-0.44, , , 
20440475,24/04/20 09:56,-0.39,99.98,-0.4, , , 
20440475,24/04/20 10:56,-0.43,99.98,-0.44, , , 
20440475,24/04/20 11:56,-0.43,99.98,-0.44, , , 
20440475,24/04/20 12:56,-0.39,99.98,-0.4, , , 
20440475,24/04/20 13:56,-0.3,99.98,-0.31, , , 
20440475,24/04/20 14:56,-0.17,99.98,-0.18, , , 
20440475,24/04/20 15:56,-0.17,99.98,-0.18, , , 
20440475,24/04/20 16:56,-0.13,99.98,-0.14, , , 
20440475,24/04/20 17:56,-0.17,99.98,-0.18, , , 
20440475,24/04/20 18:56,-0.22,99.98,-0.23, , , 
20440475,24/04/20 19:56,-0.22,99.98,-0.23, , , 
20440475,24/04/20 20:56,-0.22,99.98,-0.23, , , 
20440475,24/04/20 21:56,-0.26,99.98,-0.27, , , 
20440475,24/04/20 22:56,-0.26,99.98,-0.27, , , 
20440475,24/04/20 23:56,-0.22,99.98,-0.23, , , 
20440475,25/04/20 00:56,-0.3,99.98,-0.31, , , 
20440475,25/04/20 01:56,-0.22,99.98,-0.23, , , 
20440475,25/04/20 02:56,-0.09,99.98,-0.1, , , 
20440475,25/04/20 03:56,-0.13,99.98,-0.14, , , 
20440475,25/04/20 04:56,-0.09,99.98,-0.1, , , 
20440475,25/04/20 05:56,-0.3,99.98,-0.31, , , 
20440475,25/04/20 06:56,-0.39,99.98,-0.4, , , 
20440475,25/04/20 07:56,-0.3,99.98,-0.31, , , 
20440475,25/04/20 08:56,-0.3,99.98,-0.31, , , 
20440475,25/04/20 09:56,-0.35,99.98,-0.35, , , 
20440475,25/04/20 10:56,-0.3,99.98,-0.31, , , 
20440475,25/04/20 11:56,-0.26,99.98,-0.27, , , 
20440475,25/04/20 12:56,-0.26,99.98,-0.27, , , 
20440475,25/04/20 13:56,-0.26,99.98,-0.27, , , 
20440475,25/04/20 14:56,-0.17,99.98,-0.18, , , 
20440475,25/04/20 15:56,-0.09,99.98,-0.1, , , 
20440475,25/04/20 16:56,-0.13,99.98,-0.14, , , 
20440475,25/04/20 17:56,-0.09,99.98,-0.1, , , 
20440475,25/04/20 18:56,-0.09,99.98,-0.1, , , 
20440475,25/04/20 19:56,-0.13,99.98,-0.14, , , 
20440475,25/04/20 20:56,-0.17,99.98,-0.18, , , 
20440475,25/04/20 21:56,-0.22,99.98,-0.23, , , 
20440475,25/04/20 22:56,-0.22,99.98,-0.23, , , 
20440475,25/04/20 23:56,-0.22,99.98,-0.23, , , 
20440475,26/04/20 00:56,-0.13,99.98,-0.14, , , 
20440475,26/04/20 01:56,-0.26,99.98,-0.27, , , 
20440475,26/04/20 02:56,-0.26,99.98,-0.27, , , 
20440475,26/04/20 03:56,-0.26,99.98,-0.27, , , 
20440475,26/04/20 04:56,-0.26,99.98,-0.27, , , 
20440475,26/04/20 05:56,-0.26,99.98,-0.27, , , 
20440475,26/04/20 06:56,-0.13,99.98,-0.14, , , 
20440475,26/04/20 07:56,-0.22,99.98,-0.23, , , 
20440475,26/04/20 08:56,-0.17,99.98,-0.18, , , 
20440475,26/04/20 09:56,-0.17,99.98,-0.18, , , 
20440475,26/04/20 10:56,-0.22,99.98,-0.23, , , 
20440475,26/04/20 11:56,-0.22,99.98,-0.23, , , 
20440475,26/04/20 12:56,-0.22,99.98,-0.23, , , 
20440475,26/04/20 13:56,-0.13,99.98,-0.14, , , 
20440475,26/04/20 14:56,-0.13,99.98,-0.14, , , 
20440475,26/04/20 15:56,-0.09,99.98,-0.1, , , 
20440475,26/04/20 16:56,0,99.98,-0.01, , , 
20440475,26/04/20 17:56,-0.05,99.98,-0.05, , , 
20440475,26/04/20 18:56,-0.09,99.98,-0.1, , , 
20440475,26/04/20 19:56,-0.09,99.98,-0.1, , , 
20440475,26/04/20 20:56,-0.09,99.98,-0.1, , , 
20440475,26/04/20 21:56,-0.17,99.98,-0.18, , , 
20440475,26/04/20 22:56,-0.17,99.98,-0.18, , , 
20440475,26/04/20 23:56,-0.17,99.98,-0.18, , , 
20440475,27/04/20 00:56,-0.22,99.98,-0.23, , , 
20440475,27/04/20 01:56,-0.17,99.98,-0.18, , , 
20440475,27/04/20 02:56,-0.17,99.98,-0.18, , , 
20440475,27/04/20 03:56,-0.17,99.98,-0.18, , , 
20440475,27/04/20 04:56,-0.26,99.98,-0.27, , , 
20440475,27/04/20 05:56,-0.22,99.98,-0.23, , , 
20440475,27/04/20 06:56,-0.17,99.98,-0.18, , , 
20440475,27/04/20 07:56,-0.17,99.98,-0.18, , , 
20440475,27/04/20 08:56,-0.13,99.98,-0.14, , , 
20440475,27/04/20 09:56,-0.17,99.98,-0.18, , , 
20440475,27/04/20 10:56,-0.13,99.98,-0.14, , , 
20440475,27/04/20 11:56,-0.09,99.98,-0.1, , , 
20440475,27/04/20 12:56,-0.13,99.98,-0.14, , , 
20440475,27/04/20 13:56,-0.05,99.98,-0.05, , , 
20440475,27/04/20 14:56,0,99.98,-0.01, , , 
20440475,27/04/20 15:56,-0.05,99.98,-0.05, , , 
20440475,27/04/20 16:56,0.08,99.98,0.08, , , 
20440475,27/04/20 17:56,0,99.98,-0.01, , , 
20440475,27/04/20 18:56,0,99.98,-0.01, , , 
20440475,27/04/20 19:56,-0.05,99.98,-0.05, , , 
20440475,27/04/20 20:56,-0.05,99.98,-0.05, , , 
20440475,27/04/20 21:56,0,99.98,-0.01, , , 
20440475,27/04/20 22:56,-0.05,99.98,-0.05, , , 
20440475,27/04/20 23:56,-0.13,99.98,-0.14, , , 
20440475,28/04/20 00:56,0,99.98,-0.01, , , 
20440475,28/04/20 01:56,-0.09,99.98,-0.1, , , 
20440475,28/04/20 02:56,-0.05,99.98,-0.05, , , 
20440475,28/04/20 03:56,-0.09,99.98,-0.1, , , 
20440475,28/04/20 04:56,-0.09,99.98,-0.1, , , 
20440475,28/04/20 05:56,0,99.98,-0.01, , , 
20440475,28/04/20 06:56,-0.05,99.98,-0.05, , , 
20440475,28/04/20 07:56,0,99.98,-0.01, , , 
20440475,28/04/20 08:56,-0.09,99.98,-0.1, , , 
20440475,28/04/20 09:56,-0.05,99.98,-0.05, , , 
20440475,28/04/20 10:56,-0.05,99.98,-0.05, , , 
20440475,28/04/20 11:56,-0.09,99.98,-0.1, , , 
20440475,28/04/20 12:56,-0.09,99.98,-0.1, , , 
20440475,28/04/20 13:56,-0.05,99.98,-0.05, , , 
20440475,28/04/20 14:56,0,99.98,-0.01, , , 
20440475,28/04/20 15:56,0.04,99.98,0.03, , , 
20440475,28/04/20 16:56,0.04,99.98,0.03, , , 
20440475,28/04/20 17:56,0,99.98,-0.01, , , 
20440475,28/04/20 18:56,0.08,99.98,0.08, , , 
20440475,28/04/20 19:56,0.04,99.98,0.03, , , 
20440475,28/04/20 20:56,-0.05,99.98,-0.05, , , 
20440475,28/04/20 21:56,-0.05,99.98,-0.05, , , 
20440475,28/04/20 22:56,0.04,99.98,0.03, , , 
20440475,28/04/20 23:56,-0.05,99.98,-0.05, , , 
20440475,29/04/20 00:56,-0.05,99.98,-0.05, , , 
20440475,29/04/20 01:56,0,99.98,-0.01, , , 
20440475,29/04/20 02:56,0,99.98,-0.01, , , 
20440475,29/04/20 03:56,-0.05,99.98,-0.05, , , 
20440475,29/04/20 04:56,-0.05,99.98,-0.05, , , 
20440475,29/04/20 05:56,-0.05,99.98,-0.05, , , 
20440475,29/04/20 06:56,0.21,99.98,0.2, , , 
20440475,29/04/20 07:56,-0.05,99.98,-0.05, , , 
20440475,29/04/20 08:56,-0.09,99.98,-0.1, , , 
20440475,29/04/20 09:56,0,99.98,-0.01, , , 
20440475,29/04/20 10:56,-0.09,99.98,-0.1, , , 
20440475,29/04/20 11:56,-0.13,99.98,-0.14, , , 
20440475,29/04/20 12:56,-0.05,99.98,-0.05, , , 
20440475,29/04/20 13:56,0.04,99.98,0.03, , , 
20440475,29/04/20 14:56,0.04,99.98,0.03, , , 
20440475,29/04/20 15:56,0.21,99.98,0.2, , , 
20440475,29/04/20 16:56,-0.05,99.98,-0.05, , , 
20440475,29/04/20 17:56,-0.09,99.98,-0.1, , , 
20440475,29/04/20 18:56,0.13,99.98,0.12, , , 
20440475,29/04/20 19:56,0.38,99.98,0.38, , , 
20440475,29/04/20 20:56,0.34,99.98,0.33, , , 
20440475,29/04/20 21:56,0.34,99.98,0.33, , , 
20440475,29/04/20 22:56,0.25,99.98,0.25, , , 
20440475,29/04/20 23:56,0.21,99.98,0.2, , , 
20440475,30/04/20 00:56,0.17,99.98,0.16, , , 
20440475,30/04/20 01:56,0.13,99.98,0.12, , , 
20440475,30/04/20 02:56,-0.05,99.98,-0.05, , , 
20440475,30/04/20 03:56,0.04,99.98,0.03, , , 
20440475,30/04/20 04:56,0,99.98,-0.01, , , 
20440475,30/04/20 05:56,0.08,99.98,0.08, , , 
20440475,30/04/20 06:56,0.04,99.98,0.03, , , 
20440475,30/04/20 07:56,-0.05,99.98,-0.05, , , 
20440475,30/04/20 08:56,-0.05,99.98,-0.05, , , 
20440475,30/04/20 09:56,-0.05,99.98,-0.05, , , 
20440475,30/04/20 10:56,0,99.98,-0.01, , , 
20440475,30/04/20 11:56,-0.05,99.98,-0.05, , , 
20440475,30/04/20 12:56,0,99.98,-0.01, , , 
20440475,30/04/20 13:56,0.04,99.98,0.03, , , 
20440475,30/04/20 14:56,0,99.98,-0.01, , , 
20440475,30/04/20 15:56,-0.05,99.98,-0.05, , , 
20440475,30/04/20 16:56,-0.05,99.98,-0.05, , , 
20440475,30/04/20 17:56,0.04,99.98,0.03, , , 
20440475,30/04/20 18:56,-0.05,99.98,-0.05, , , 
20440475,30/04/20 19:56,-0.05,99.98,-0.05, , , 
20440475,30/04/20 20:56,-0.05,99.98,-0.05, , , 
20440475,30/04/20 21:56,0,99.98,-0.01, , , 
20440475,30/04/20 22:56,0,99.98,-0.01, , , 
20440475,30/04/20 23:56,0.04,99.98,0.03, , , 
20440475,01/05/20 00:56,0.17,99.98,0.16, , , 
20440475,01/05/20 01:56,0.04,99.98,0.03, , , 
20440475,01/05/20 02:56,0.17,99.98,0.16, , , 
20440475,01/05/20 03:56,0.17,99.98,0.16, , , 
20440475,01/05/20 04:56,0.13,99.98,0.12, , , 
20440475,01/05/20 05:56,0.13,99.98,0.12, , , 
20440475,01/05/20 06:56,0.21,99.98,0.2, , , 
20440475,01/05/20 07:56,0,99.98,-0.01, , , 
20440475,01/05/20 08:56,0,99.98,-0.01, , , 
20440475,01/05/20 09:56,-0.09,99.98,-0.1, , , 
20440475,01/05/20 10:56,-0.05,99.98,-0.05, , , 
20440475,01/05/20 11:56,-0.09,99.98,-0.1, , , 
20440475,01/05/20 12:56,0,99.98,-0.01, , , 
20440475,01/05/20 13:56,0.04,99.98,0.03, , , 
20440475,01/05/20 14:56,0.04,99.98,0.03, , , 
20440475,01/05/20 15:56,0,99.98,-0.01, , , 
20440475,01/05/20 16:56,0.04,99.98,0.03, , , 
20440475,01/05/20 17:56,0.08,99.98,0.08, , , 
20440475,01/05/20 18:56,0.08,99.98,0.08, , , 
20440475,01/05/20 19:56,0.13,99.98,0.12, , , 
20440475,01/05/20 20:56,0.13,99.98,0.12, , , 
20440475,01/05/20 21:56,0.04,99.98,0.03, , , 
20440475,01/05/20 22:56,0.04,99.98,0.03, , , 
20440475,01/05/20 23:56,0.04,99.98,0.03, , , 
